Customer_Name,Customer_Segment,Product_Sub_Category,Total Sales
Brian Dahlen,Small Business,Binders and Binder Accessories,128.14
Brenda Bowman,Small Business,Paper,128.13
Alan Dominguez,Corporate,Labels,128.13
Sung Shariari,Corporate,Paper,128.02
Christina DeMoss,Home Office,Labels,128
Hunter Lopez,Consumer,Labels,127.9
Alan Barnes,Corporate,Storage & Organization,127.8
Steve Carroll,Consumer,Computer Peripherals,127.74
Dan Lawera,Corporate,Computer Peripherals,127.56
Duane Huffman,Consumer,Binders and Binder Accessories,127.56
Thais Sissman,Corporate,Computer Peripherals,127.49
Claudia Miner,Small Business,Computer Peripherals,126.96
Muhammed Yedwab,Consumer,Pens & Art Supplies,126.95
Bill Donatelli,Corporate,Office Furnishings,126.88
Lindsay Williams,Corporate,Computer Peripherals,126.87
Thomas Boland,Corporate,Appliances,126.79
Ed Jacobs,Small Business,Appliances,126.74
Peter McVee,Small Business,Binders and Binder Accessories,126.69
Charles Crestani,Consumer,Office Furnishings,126.68
David Smith,Small Business,Rubber Bands,126.62
Sara Luxemburg,Small Business,Labels,126.62
Erin Mull,Corporate,Paper,126.53
Jeremy Lonsdale,Corporate,Office Furnishings,126.02
Anne Pryor,Home Office,Pens & Art Supplies,125.95
Natalie DeCherney,Consumer,Paper,125.9
Anne Pryor,Consumer,Computer Peripherals,125.85
Tamara Willingham,Corporate,Binders and Binder Accessories,125.79
Sean Braxton,Small Business,Binders and Binder Accessories,125.78
Vivek Gonzalez,Consumer,Envelopes,125.57
Alex Avila,Home Office,Binders and Binder Accessories,125.54
Arthur Gainer,Consumer,Labels,125.33
Maribeth Yedwab,Home Office,Rubber Bands,125.21
Tracy Blumstein,Home Office,Binders and Binder Accessories,125.11
Jim Mitchum,Consumer,Paper,125.01
David Smith,Small Business,Pens & Art Supplies,124.84
Christopher Schild,Corporate,Pens & Art Supplies,124.75
Neola Schneider,Home Office,Rubber Bands,124.56
Toby Grace,Home Office,Paper,124.25
Brad Thomas,Home Office,Office Machines,124.19
Nathan Mautz,Corporate,Envelopes,124.06
Ken Brennan,Home Office,Pens & Art Supplies,123.93
Matthew Clasen,Consumer,Office Furnishings,123.92
Adrian Hane,Corporate,Storage & Organization,123.85
Eva Jacobs,Home Office,Labels,123.75
Ken Dana,Corporate,Office Furnishings,123.67
Roland Murray,Home Office,Pens & Art Supplies,123.54
Bruce Stewart,Corporate,Rubber Bands,123.37
Raymond Fair,Small Business,Pens & Art Supplies,123.26
Tony Molinari,Corporate,Rubber Bands,123.13
Ryan Crowe,Small Business,Labels,123.11
Carol Triggs,Home Office,Pens & Art Supplies,123.11
Arianne Irving,Corporate,Pens & Art Supplies,123.06
Chris Cortes,Consumer,Binders and Binder Accessories,122.99
Ed Braxton,Consumer,Envelopes,122.93
Russell D'Ascenzo,Consumer,Paper,122.42
Pete Takahito,Corporate,Paper,122.02
Candace McMahon,Corporate,Labels,121.92
Yana Sorensen,Corporate,Rubber Bands,121.87
Dave Poirier,Small Business,Tables,121.62
Michael Stewart,Small Business,Binders and Binder Accessories,121.3
Nick Zandusky,Small Business,Pens & Art Supplies,121.2
Michelle Lonsdale,Home Office,Computer Peripherals,121.12
Theresa Swint,Consumer,Labels,121
Charles McCrossin,Corporate,Rubber Bands,120.77
Guy Armstrong,Corporate,Pens & Art Supplies,120.18
Maxwell Schwartz,Corporate,Binders and Binder Accessories,120.03
Charlotte Melton,Home Office,Storage & Organization,120.03
Claire Good,Home Office,Paper,119.9
Jennifer Halladay,Home Office,Office Furnishings,119.63
Eric Barreto,Consumer,Rubber Bands,119.2
Lena Radford,Small Business,Pens & Art Supplies,119.05
Frank Price,Corporate,Office Furnishings,118.97
Gene McClure,Consumer,Binders and Binder Accessories,118.66
Toby Knight,Corporate,Binders and Binder Accessories,118.63
Ann Steele,Corporate,Appliances,118.51
Susan Vittorini,Corporate,Paper,118.29
Sibella Parks,Small Business,Office Furnishings,118.06
Harry Marie,Consumer,Paper,117.91
Olvera Toch,Home Office,Pens & Art Supplies,117.88
Nick Zandusky,Small Business,Labels,117.84
Christy Brittain,Consumer,Labels,117.77
Linda Southworth,Consumer,Pens & Art Supplies,117.27
Michael Grace,Corporate,Computer Peripherals,117.13
Kelly Collister,Consumer,Binders and Binder Accessories,116.84
Barbara Fisher,Small Business,Labels,116.56
Denise Leinenbach,Home Office,Paper,116.38
Art Foster,Home Office,Labels,116.37
Christina Vanderzanden,Small Business,Labels,116.14
Gary Hwang,Home Office,Rubber Bands,116.06
Thomas Thornton,Consumer,Pens & Art Supplies,115.81
Shahid Collister,Home Office,Binders and Binder Accessories,115.78
Nora Price,Home Office,Pens & Art Supplies,115.51
Ivan Gibson,Corporate,Paper,115.45
Susan MacKendrick,Corporate,Labels,115.24
Thea Hendricks,Home Office,Labels,115.1
Toby Knight,Corporate,Rubber Bands,115.02
Chuck Magee,Corporate,Pens & Art Supplies,115.01
Gene McClure,Consumer,Paper,114.94
Pete Kriz,Corporate,Appliances,114.87
Sean Miller,Small Business,Computer Peripherals,114.83
Damala Kotsonis,Corporate,Paper,114.55
Tony Sayre,Home Office,Rubber Bands,113.98
Mike Caudle,Corporate,Pens & Art Supplies,113.89
Eric Hoffmann,Small Business,Binders and Binder Accessories,113.8
Liz Carlisle,Corporate,Paper,113.57
Duane Benoit,Home Office,Office Furnishings,113.43
Daniel Byrd,Home Office,Rubber Bands,113.43
Chad Cunningham,Small Business,Rubber Bands,113.3
Mitch Webber,Corporate,Computer Peripherals,113.23
Giulietta Dortch,Consumer,Labels,112.72
Jonathan Howell,Consumer,Envelopes,112.63
Julie Kriz,Corporate,"Scissors, Rulers and Trimmers",112.6
Logan Haushalter,Corporate,Pens & Art Supplies,112.59
Jennifer Patt,Home Office,Pens & Art Supplies,112.57
Ivan Gibson,Corporate,Office Machines,112.4
Steve Carroll,Consumer,Binders and Binder Accessories,112.36
Jim Epp,Small Business,Labels,112.35
Ricardo Block,Corporate,Appliances,112.12
Filia McAdams,Small Business,Binders and Binder Accessories,112.03
Ralph Kennedy,Corporate,"Scissors, Rulers and Trimmers",111.55
Emily Grady,Home Office,Pens & Art Supplies,111.5
Steve Nguyen,Consumer,Pens & Art Supplies,111.48
Giulietta Dortch,Corporate,Pens & Art Supplies,111.39
Jane Waco,Corporate,Labels,111.37
Lela Donovan,Corporate,Pens & Art Supplies,110.79
Bobby Trafton,Corporate,Labels,110.79
Mike Kennedy,Small Business,Paper,110.74
Frank Price,Corporate,Binders and Binder Accessories,110.67
Ed Ludwig,Consumer,Pens & Art Supplies,110.64
Cindy Schnelling,Corporate,"Scissors, Rulers and Trimmers",110.32
Susan Vittorini,Corporate,Pens & Art Supplies,110.31
Keith Dawkins,Home Office,Labels,110.2
Pauline Chand,Corporate,Office Furnishings,110.03
Shirley Daniels,Corporate,Binders and Binder Accessories,110
Michelle Moray,Corporate,Pens & Art Supplies,109.92
Helen Andreada,Corporate,Binders and Binder Accessories,109.9
Duane Huffman,Consumer,Labels,109.78
Ruben Dartt,Corporate,Pens & Art Supplies,109.78
Anthony O'Donnell,Corporate,Paper,109.57
Resi Polking,Small Business,Binders and Binder Accessories,109.43
Lisa DeCherney,Consumer,Rubber Bands,109.39
Bobby Odegard,Corporate,Paper,109.37
Shahid Hopkins,Small Business,Appliances,109.37
Christine Abelman,Corporate,Labels,109.18
Jonathan Doherty,Corporate,Rubber Bands,109.01
Jason Fortune,Corporate,Office Furnishings,108.85
Clay Rozendal,Corporate,Paper,108.42
Justin Ellison,Home Office,Pens & Art Supplies,108.33
Kristina Nunn,Consumer,Envelopes,108.26
Russell Applegate,Home Office,Paper,108.21
Eleni McCrary,Corporate,Pens & Art Supplies,108.06
Patrick Jones,Home Office,Rubber Bands,107.96
Rob Lucas,Small Business,Binders and Binder Accessories,107.93
Cathy Armstrong,Consumer,Envelopes,107.88
Denny Joy,Corporate,Labels,107.73
Sally Hughsby,Consumer,Pens & Art Supplies,107.7
Katherine Nockton,Home Office,Computer Peripherals,107.67
Pete Kriz,Corporate,Binders and Binder Accessories,106.69
Xylona Price,Corporate,"Scissors, Rulers and Trimmers",106.64
Jill Matthias,Consumer,Labels,106.2
Corey Catlett,Home Office,Labels,106.03
Charles Crestani,Consumer,Labels,105.99
Eugene Moren,Home Office,Pens & Art Supplies,105.89
Joni Sundaresam,Home Office,Computer Peripherals,105.85
Edward Nazzal,Home Office,Pens & Art Supplies,105.45
Troy Staebel,Small Business,Pens & Art Supplies,105.44
Phillip Breyer,Corporate,Pens & Art Supplies,105.07
Mike Pelletier,Corporate,Office Furnishings,104.85
Luke Weiss,Corporate,Envelopes,104.82
Aaron Smayling,Small Business,Rubber Bands,104.56
Michael Granlund,Home Office,Binders and Binder Accessories,104.51
Evan Bailliet,Corporate,Office Machines,104.46
Don Weiss,Corporate,Appliances,104.38
Tim Brockman,Consumer,Labels,104.33
Philip Brown,Corporate,Pens & Art Supplies,104.27
Raymond Fair,Small Business,"Scissors, Rulers and Trimmers",103.92
Chuck Sachs,Consumer,Binders and Binder Accessories,103.81
Nora Price,Home Office,Labels,103.79
Herbert Flentye,Small Business,Binders and Binder Accessories,103.75
David Smith,Small Business,Labels,103.62
Harry Marie,Consumer,"Scissors, Rulers and Trimmers",103.6
Toby Knight,Corporate,Pens & Art Supplies,103.55
Laurel Workman,Home Office,Binders and Binder Accessories,103.5
Jeremy Pistek,Corporate,Binders and Binder Accessories,103.33
Troy Blackwell,Home Office,Office Furnishings,103.11
Jack Lebron,Corporate,Pens & Art Supplies,103.07
Anthony Johnson,Small Business,Pens & Art Supplies,102.95
Natalie Webber,Corporate,Bookcases,102.9
Greg Maxwell,Home Office,Envelopes,102.73
Thomas Thornton,Consumer,Rubber Bands,102.59
Kelly Lampkin,Home Office,Labels,102.56
Rick Huthwaite,Corporate,Pens & Art Supplies,102.34
Carl Jackson,Home Office,Labels,102.24
Patrick Gardner,Consumer,Office Furnishings,102.15
Nick Crebassa,Corporate,Labels,101.9
Jesus Ocampo,Small Business,Paper,101.82
Julia Barnett,Home Office,Pens & Art Supplies,101.77
Kean Nguyen,Small Business,Binders and Binder Accessories,101.57
Andrew Allen,Corporate,Appliances,101.47
Jim Sink,Corporate,Envelopes,101.34
Rick Wilson,Corporate,Labels,101.25
Michelle Tran,Consumer,Rubber Bands,100.95
Muhammed MacIntyre,Small Business,Pens & Art Supplies,100.88
Paul MacIntyre,Corporate,Pens & Art Supplies,100.68
Rob Haberlin,Corporate,Pens & Art Supplies,100.41
Sally Knutson,Consumer,Paper,100.11
Alex Russell,Home Office,Computer Peripherals,99.94
Arthur Gainer,Consumer,Rubber Bands,99.65
Evan Henry,Corporate,Binders and Binder Accessories,99.53
Fred Chung,Corporate,Pens & Art Supplies,99.13
Muhammed Lee,Consumer,Labels,99.1
Gary Mitchum,Consumer,Pens & Art Supplies,98.94
Ruben Dartt,Corporate,Labels,98.88
Karen Bern,Corporate,Computer Peripherals,98.82
Victoria Pisteka,Corporate,Paper,98.8
Irene Maddox,Consumer,Labels,98.77
Chris Cortes,Consumer,Paper,98.66
Dave Kipp,Corporate,Binders and Binder Accessories,98.64
Vivek Grady,Home Office,Labels,98.51
Duane Noonan,Corporate,Labels,98.46
Tracy Zic,Consumer,Paper,98.39
Dorris Love,Corporate,"Scissors, Rulers and Trimmers",98.24
Bill Stewart,Corporate,Appliances,97.93
Art Miller,Corporate,Pens & Art Supplies,97.78
Nathan Gelder,Home Office,Pens & Art Supplies,97.71
Jim Karlsson,Small Business,Office Furnishings,97.65
Cindy Schnelling,Corporate,Office Furnishings,97.57
Carlos Soltero,Consumer,Rubber Bands,97.48
Carlos Daly,Corporate,Labels,97.13
Sheri Gordon,Corporate,Binders and Binder Accessories,97.06
Noah Childs,Home Office,Pens & Art Supplies,96.71
Don Weiss,Corporate,Labels,96.23
James Lanier,Corporate,Envelopes,96.07
Paul Knutson,Corporate,"Scissors, Rulers and Trimmers",96.04
Michelle Moray,Corporate,Storage & Organization,96.03
Scott Cohen,Consumer,Storage & Organization,96.01
Dianna Wilson,Small Business,Binders and Binder Accessories,95.38
Jim Radford,Corporate,Paper,95.3
Michelle Ellison,Consumer,Paper,95.22
Alyssa Tate,Small Business,"Scissors, Rulers and Trimmers",95.09
Olvera Toch,Home Office,Labels,95.08
Ashley Jarboe,Small Business,Storage & Organization,94.99
Nicole Brennan,Consumer,Labels,94.86
Lindsay Shagiari,Home Office,Envelopes,94.83
Patrick Bzostek,Consumer,Binders and Binder Accessories,94.55
Rick Hansen,Corporate,Office Furnishings,94.35
Gary McGarr,Home Office,Paper,94.32
Daniel Byrd,Home Office,Office Furnishings,93.73
Craig Carroll,Corporate,Pens & Art Supplies,93.67
Carl Jackson,Corporate,Binders and Binder Accessories,93.54
Michelle Ellison,Home Office,Rubber Bands,93.22
Karen Carlisle,Corporate,Paper,92.99
Alejandro Savely,Corporate,Labels,92.94
Ryan Crowe,Small Business,Office Furnishings,92.77
Mick Crebagga,Home Office,"Scissors, Rulers and Trimmers",92.63
Joy Daniels,Corporate,Pens & Art Supplies,92.53
Michael Dominguez,Home Office,Envelopes,92.4
Mark Cousins,Corporate,Rubber Bands,92.25
Sara Luxemburg,Corporate,Labels,92.15
Christopher Martinez,Home Office,Paper,92.07
Carlos Soltero,Consumer,Envelopes,92.06
Bryan Spruell,Home Office,Computer Peripherals,92.02
Amy Cox,Corporate,"Scissors, Rulers and Trimmers",92.02
Maxwell Schwartz,Corporate,Rubber Bands,91.94
Julie Creighton,Corporate,Binders and Binder Accessories,91.75
Maria Zettner,Corporate,Binders and Binder Accessories,91.15
Art Miller,Corporate,Telephones and Communication,90.94
Anne Pryor,Home Office,"Scissors, Rulers and Trimmers",90.93
Nathan Mautz,Home Office,Rubber Bands,90.88
John Castell,Small Business,Computer Peripherals,90.88
Duane Huffman,Small Business,Storage & Organization,90.58
Maureen Gastineau,Consumer,Office Machines,90.56
Steve Nguyen,Consumer,Labels,90.5
Patrick Ryan,Corporate,Appliances,90.37
Sylvia Foulston,Corporate,Computer Peripherals,90.06
Helen Wasserman,Home Office,Rubber Bands,90.05
Deborah Brumfield,Small Business,Binders and Binder Accessories,89.99
John Grady,Corporate,Pens & Art Supplies,89.77
Cynthia Arntzen,Small Business,Rubber Bands,89.71
Jim Radford,Corporate,Appliances,89.55
Beth Paige,Consumer,Rubber Bands,89.41
Giulietta Dortch,Small Business,Rubber Bands,89.4
Corey Catlett,Home Office,Telephones and Communication,89.34
Edward Nazzal,Home Office,Rubber Bands,89.32
Max Engle,Corporate,Labels,89.25
Ross Baird,Corporate,Paper,89.23
Rose O'Brian,Home Office,Pens & Art Supplies,89.18
Bobby Elias,Small Business,Labels,88.82
Eugene Moren,Home Office,Binders and Binder Accessories,88.7
Elpida Rittenbach,Consumer,Binders and Binder Accessories,88.61
William Brown,Corporate,Pens & Art Supplies,88.59
Darrin Sayre,Consumer,Labels,88.4
Pierre Wener,Home Office,Labels,88.37
Michelle Tran,Corporate,Telephones and Communication,88.32
Tom Prescott,Small Business,"Scissors, Rulers and Trimmers",88.23
Greg Matthias,Home Office,Paper,88.19
Paul MacIntyre,Corporate,Appliances,88.17
Katherine Hughes,Consumer,Office Furnishings,88.1
Tom Zandusky,Home Office,Paper,87.91
Chuck Clark,Corporate,Labels,87.68
Grant Thornton,Corporate,Pens & Art Supplies,87.33
Mark Packer,Small Business,Pens & Art Supplies,87.32
George Ashbrook,Small Business,Binders and Binder Accessories,87.31
Roger Demir,Consumer,Computer Peripherals,87.21
Jenna Caffey,Consumer,Office Furnishings,87.09
Natalie Webber,Consumer,Pens & Art Supplies,86.92
Marc Crier,Corporate,Computer Peripherals,86.79
Clay Ludtke,Consumer,Labels,86.53
Liz Willingham,Home Office,Labels,86.48
Frank Merwin,Consumer,"Scissors, Rulers and Trimmers",86.38
Mark Hamilton,Home Office,Computer Peripherals,86.3
Natalie Webber,Consumer,Labels,86.29
Shaun Chance,Corporate,Labels,86.1
Maurice Satty,Corporate,Computer Peripherals,85.89
Emily Ducich,Consumer,Appliances,85.85
Jeremy Farry,Small Business,Rubber Bands,85.72
Parhena Norris,Home Office,Rubber Bands,85.66
Kelly Collister,Consumer,Paper,85.62
Jill Stevenson,Consumer,Appliances,85.36
Dan Campbell,Small Business,Paper,85.03
Karen Seio,Consumer,Labels,84.74
Luke Foster,Corporate,"Scissors, Rulers and Trimmers",84.33
Meg O'Connel,Small Business,Office Furnishings,84.01
Philip Fox,Home Office,Rubber Bands,84.01
Ryan Akin,Consumer,Binders and Binder Accessories,83.89
Andrew Gjertsen,Consumer,Labels,83.81
Shirley Jackson,Corporate,Rubber Bands,83.34
Henry MacAllister,Small Business,Paper,83.31
Jim Karlsson,Small Business,Binders and Binder Accessories,83.02
Phillina Ober,Small Business,Rubber Bands,82.93
Anthony Garverick,Small Business,Pens & Art Supplies,82.64
Nicole Hansen,Small Business,Pens & Art Supplies,82.61
Dorothy Badders,Home Office,Pens & Art Supplies,82.15
Jack O'Briant,Home Office,Binders and Binder Accessories,82.06
Bruce Degenhardt,Home Office,Binders and Binder Accessories,82.03
David Flashing,Home Office,Paper,81.87
Neil Knudson,Corporate,Paper,81.66
Edward Nazzal,Home Office,"Scissors, Rulers and Trimmers",81.58
Arthur Wiediger,Corporate,Paper,81.43
Tony Sayre,Small Business,Rubber Bands,80.79
Michelle Ellison,Small Business,Pens & Art Supplies,80.61
Brian Derr,Small Business,Rubber Bands,80.54
Vivian Mathis,Home Office,Pens & Art Supplies,80.38
Steve Carroll,Consumer,Pens & Art Supplies,80.33
Janet Martin,Corporate,Pens & Art Supplies,80.33
Ken Dana,Corporate,Paper,80.29
Doug Bickford,Corporate,Pens & Art Supplies,80.27
Sam Zeldin,Small Business,Office Furnishings,79.98
Max Engle,Corporate,Pens & Art Supplies,79.81
Theone Pippenger,Corporate,Rubber Bands,79.75
Christopher Conant,Consumer,Appliances,79.64
Marc Harrigan,Home Office,Rubber Bands,79.37
Jason Gross,Small Business,Paper,79.25
Brad Eason,Small Business,Pens & Art Supplies,79.14
Eric Barreto,Small Business,Paper,79.06
Georgia Rosenberg,Consumer,Office Furnishings,78.81
Jay Fine,Consumer,Binders and Binder Accessories,78.81
